feature_block,method,k,row_count,cluster_count,noise_fraction,minimum_cluster_fraction,seed,inertia,fit_scope,silhouette_score,davies_bouldin_score,calinski_harabasz_score,cluster_0_row_fraction,cluster_0_degradation_rate,cluster_1_row_fraction,cluster_1_degradation_rate,degradation_rate_range
reduced_context,kmeans,2,8000,2,0.0,0.324375,7,116255.59938275682,bounded_sample,0.15414553006784473,2.341157630029292,1254.9052245711264,0.324375,0.09942196531791908,0.675625,0.7089731729879741,0.6095512076700551
reduced_context,kmeans,2,8000,2,0.0,0.324375,13,116255.59938275682,bounded_sample,0.15414553006784473,2.341157630029292,1254.9052245711264,0.324375,0.09942196531791908,0.675625,0.7089731729879741,0.6095512076700551
reduced_context,kmeans,2,8000,2,0.0,0.3235,23,116255.553806745,bounded_sample,0.15440707945752868,2.3399325738010095,1254.909008505587,0.3235,0.09891808346213292,0.6765,0.7084257206208425,0.6095076371587096
reduced_context,kmeans,2,8000,2,0.0,0.324125,29,116255.56813317254,bounded_sample,0.15419478088700436,2.3407306177229996,1254.9087349753086,0.324125,0.09911299652911686,0.675875,0.7088958757166636,0.6097828791875467
reduced_context,kmeans,2,8000,2,0.0,0.323,31,116255.56102761581,bounded_sample,0.15458714598777434,2.3393224739799696,1254.9082881655036,0.323,0.09907120743034056,0.677,0.7079025110782866,0.608831303647946
reduced_context,kmeans,2,8000,2,0.0,0.324375,37,116255.59938275682,bounded_sample,0.15414553006784473,2.341157630029292,1254.9052245711264,0.324375,0.09942196531791908,0.675625,0.7089731729879741,0.6095512076700551
reduced_context,kmeans,2,8000,2,0.0,0.324375,42,116255.59938275682,bounded_sample,0.15414553006784473,2.341157630029292,1254.9052245711264,0.324375,0.09942196531791908,0.675625,0.7089731729879741,0.6095512076700551
reduced_context,kmeans,2,8000,2,0.0,0.324375,53,116255.59938275682,bounded_sample,0.15414553006784473,2.341157630029292,1254.9052245711264,0.324375,0.09942196531791908,0.675625,0.7089731729879741,0.6095512076700551
