feature_block,method,cluster_label,row_count,row_fraction,service_degraded_mean,service_degraded_median,signal_strength_dbm_mean,signal_strength_dbm_median,offered_downlink_mbps_mean,offered_downlink_mbps_median,offered_upload_mbps_mean,offered_upload_mbps_median,link_capacity_downlink_mbps_mean,link_capacity_downlink_mbps_median,distance_to_tower_km_mean,distance_to_tower_km_median,path_loss_db_mean,path_loss_db_median,contextual_penalty_db_mean,contextual_penalty_db_median,interval_handover_count_mean,interval_handover_count_median,activity_factor_mean,activity_factor_median,data_usage_mb_mean,data_usage_mb_median,network_type_mode,network_type_mode_fraction,band_mode,band_mode_fraction,app_type_mode,app_type_mode_fraction,movement_speed_mode,movement_speed_mode_fraction,weather_mode,weather_mode_fraction,obstruction_level_mode,obstruction_level_mode_fraction,congestion_level_mode,congestion_level_mode_fraction,tower_load_mode,tower_load_mode_fraction,time_of_day_bin_mode,time_of_day_bin_mode_fraction
reduced_context,kmeans,0,1604,0.3208,0.16359102244389026,0.1,-80.43754301745636,-82.215,212.88275935162093,199.5375,16.835465087281793,14.584,298.6981396508728,294.60900000000004,0.3618260598503741,0.3,113.67538092269326,114.8955,10.38802992518703,8.8,0.5977556109725686,0.4,0.10009457605985038,0.0999,85.78539962593517,83.14500000000001,5G SA,0.486284289276808,n78,0.36596009975062344,Streaming,0.2736907730673317,Static,0.527431421446384,Clear,0.743142144638404,Low,0.5336658354114713,Medium,0.5305486284289277,Light,0.7325436408977556,night,0.2942643391521197
reduced_context,kmeans,1,3396,0.6792,0.6694346289752651,0.7,-105.16766372202594,-104.393,165.253675795053,139.7365,14.178097467608954,11.713999999999999,58.6680574204947,37.6575,0.7574822732626619,0.65,134.25838221436985,135.57799999999997,15.013957597173146,12.2,0.582037691401649,0.5,0.09987473498233215,0.0999,21.236446113074205,15.246,5G NSA,0.37720848056537104,LTE_Anchor,0.32361601884570085,Call,0.2576560659599529,Static,0.5114840989399293,Clear,0.6843345111896348,Medium,0.4166666666666667,Medium,0.4755594817432273,Light,0.7237926972909305,morning,0.2629564193168433
