experiment_name,experiment_label,model_name,bin_index,bin_lower,bin_upper,sample_count,mean_predicted_probability,observed_degradation_fraction
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,3,0.2,0.30000000000000004,71,0.2228402509133121,0.2676056338028169
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,4,0.30000000000000004,0.4,78,0.3326453178465279,0.28205128205128205
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,5,0.4,0.5,150,0.47790088176605183,0.64
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,6,0.5,0.6000000000000001,128,0.5595917651082056,0.546875
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,7,0.6000000000000001,0.7000000000000001,96,0.6202915405728681,0.6666666666666666
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,8,0.7000000000000001,0.8,50,0.7334436952559164,0.74
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,9,0.8,0.9,152,0.8446627012377208,0.8421052631578947
temporal_holdout,Session-preserving time-ordered holdout,decision_tree_entropy,10,0.9,1.0,4523,0.9968844902858448,0.994251602918417
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,1,0.0,0.1,4280,0.007297910206553077,0.007009345794392523
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,2,0.1,0.2,225,0.14420551070383175,0.10666666666666667
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,3,0.2,0.30000000000000004,167,0.2508462997898948,0.20958083832335328
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,4,0.30000000000000004,0.4,146,0.3479661785295831,0.3904109589041096
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,5,0.4,0.5,156,0.4495753800172193,0.4358974358974359
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,6,0.5,0.6000000000000001,156,0.5488182824761729,0.532051282051282
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,7,0.6000000000000001,0.7000000000000001,160,0.6500794843823363,0.68125
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,8,0.7000000000000001,0.8,239,0.7541983427904693,0.7698744769874477
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,9,0.8,0.9,313,0.8558242046288425,0.9297124600638977
temporal_holdout,Session-preserving time-ordered holdout,logistic_regression,10,0.9,1.0,4158,0.9897695193465643,0.9954304954304954
temporal_holdout,Session-preserving time-ordered holdout,random_forest,1,0.0,0.1,3185,0.03271581584735183,0.0037676609105180532
temporal_holdout,Session-preserving time-ordered holdout,random_forest,2,0.1,0.2,829,0.14527321195981116,0.012062726176115802
temporal_holdout,Session-preserving time-ordered holdout,random_forest,3,0.2,0.30000000000000004,447,0.24626234569624667,0.07606263982102908
temporal_holdout,Session-preserving time-ordered holdout,random_forest,4,0.30000000000000004,0.4,319,0.3460274998240349,0.2601880877742947
temporal_holdout,Session-preserving time-ordered holdout,random_forest,5,0.4,0.5,285,0.4517871400640015,0.5368421052631579
temporal_holdout,Session-preserving time-ordered holdout,random_forest,6,0.5,0.6000000000000001,302,0.5521694012136905,0.6821192052980133
temporal_holdout,Session-preserving time-ordered holdout,random_forest,7,0.6000000000000001,0.7000000000000001,351,0.6516941430564664,0.8034188034188035
temporal_holdout,Session-preserving time-ordered holdout,random_forest,8,0.7000000000000001,0.8,380,0.7529947981130294,0.9131578947368421
temporal_holdout,Session-preserving time-ordered holdout,random_forest,9,0.8,0.9,599,0.853802316041346,0.986644407345576
temporal_holdout,Session-preserving time-ordered holdout,random_forest,10,0.9,1.0,3303,0.9739511543200211,0.9996972449288526
temporal_holdout,Session-preserving time-ordered holdout,adaboost,1,0.0,0.1,0,,
temporal_holdout,Session-preserving time-ordered holdout,adaboost,2,0.1,0.2,3142,0.15790619071999873,0.0241884150222788
temporal_holdout,Session-preserving time-ordered holdout,adaboost,3,0.2,0.30000000000000004,1285,0.25386471170604424,0.21011673151750973
temporal_holdout,Session-preserving time-ordered holdout,adaboost,4,0.30000000000000004,0.4,640,0.34693042707076044,0.415625
temporal_holdout,Session-preserving time-ordered holdout,adaboost,5,0.4,0.5,747,0.45044451251435774,0.5850066934404283
temporal_holdout,Session-preserving time-ordered holdout,adaboost,6,0.5,0.6000000000000001,372,0.5521334970211274,0.8413978494623656
temporal_holdout,Session-preserving time-ordered holdout,adaboost,7,0.6000000000000001,0.7000000000000001,437,0.6756483121809089,0.8306636155606407
temporal_holdout,Session-preserving time-ordered holdout,adaboost,8,0.7000000000000001,0.8,482,0.7669138536486327,0.941908713692946
temporal_holdout,Session-preserving time-ordered holdout,adaboost,9,0.8,0.9,2895,0.833917645520961,0.9813471502590674
temporal_holdout,Session-preserving time-ordered holdout,adaboost,10,0.9,1.0,0,,
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,1,0.0,0.1,4671,0.015083636754890373,0.00449582530507386
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,2,0.1,0.2,146,0.1449033225289533,0.13013698630136986
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,3,0.2,0.30000000000000004,67,0.25121800012864465,0.208955223880597
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,4,0.30000000000000004,0.4,50,0.34367684431708284,0.22
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,5,0.4,0.5,48,0.44840929086703635,0.4375
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,6,0.5,0.6000000000000001,53,0.5491953933006214,0.5471698113207547
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,7,0.6000000000000001,0.7000000000000001,85,0.6471852631726539,0.6470588235294118
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,8,0.7000000000000001,0.8,79,0.7541748388374946,0.810126582278481
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,9,0.8,0.9,139,0.853044818019321,0.9280575539568345
temporal_holdout,Session-preserving time-ordered holdout,hist_gradient_boosting,10,0.9,1.0,4662,0.9884427978689956,0.9989274989274989
temporal_holdout,Session-preserving time-ordered holdout,xgboost,1,0.0,0.1,4281,0.019230511082569953,0.003737444522307872
temporal_holdout,Session-preserving time-ordered holdout,xgboost,2,0.1,0.2,306,0.14186961851478402,0.02287581699346405
temporal_holdout,Session-preserving time-ordered holdout,xgboost,3,0.2,0.30000000000000004,174,0.24751305203328186,0.11494252873563218
temporal_holdout,Session-preserving time-ordered holdout,xgboost,4,0.30000000000000004,0.4,123,0.3545253560310457,0.2764227642276423
temporal_holdout,Session-preserving time-ordered holdout,xgboost,5,0.4,0.5,115,0.4477737955425097,0.391304347826087
temporal_holdout,Session-preserving time-ordered holdout,xgboost,6,0.5,0.6000000000000001,123,0.5506883699719499,0.6666666666666666
temporal_holdout,Session-preserving time-ordered holdout,xgboost,7,0.6000000000000001,0.7000000000000001,134,0.6503057982494582,0.7985074626865671
temporal_holdout,Session-preserving time-ordered holdout,xgboost,8,0.7000000000000001,0.8,168,0.7519183038246064,0.8690476190476191
temporal_holdout,Session-preserving time-ordered holdout,xgboost,9,0.8,0.9,338,0.8608037914044758,0.9674556213017751
temporal_holdout,Session-preserving time-ordered holdout,xgboost,10,0.9,1.0,4238,0.9849451303116383,0.9995280792826805
