run_id,traffic_condition,scheduler_mode,seed,ns3_example,ns3_version,tx_packets,rx_packets,tx_bytes,rx_bytes,offered_traffic_mbps,mean_throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_delivery_ratio,packet_loss_fraction,output_status,parser_status,notes
saturation_load_tdma_seed_3,saturation_load,tdma,3,cttc-nr-simple-qos-sched,,1200,610,3633600,1847080,48.448,12.3138665,153.41507000000001,1.3794355,0.5083333333333333,0.4916666666666667,parsed,ok,Controlled 5G-LENA QoS scheduler run summarized from ns-3 flow monitor output.
